full_text	label
adalah	O
film	O
yang	O
berbeda	O
kalau	O
di	O
film	O
lain	O
journey	O
of	O
characternya	O
banyak	O
digambarkan	O
banyak	O
dari	O
perspektif	O
aksi	O
napoleon	B-CHAR
justru	O
diceritakan	O
dari	O
perspektif	O
romance	B-GEN
dengan	O
cinta	O
sejatinya	O
josephine	B-CHAR
ditambah	O
untuk	O
urusan	O
dialog	O
dan	O
aksen	O
sunda	O
pun	O
film	O
ini	O
masih	O
mengalami	O
problem	O
yang	O
sama	O
dengan	O
beberapa	O
film	O
lokal	O
lain	O
beberapa	O
selipan	O
dialog	O
berbahasa	O
sunda-nya	O
ga	O
cukup	O
nyaman	O
untuk	O
didengarkan	O
dan	O
ngasih	O
kesan	O
yang	O
penting	O
ada	O
euy	O
-nya	O
pada	O
akhirnya	O
srimulat	B-MVT
hidup	I-MVT
memang	I-MVT
komedi	I-MVT
memperbaiki	O
semua	O
hal	O
yang	O
harus	O
diperbaiki	O
di	O
film	O
srimulat	B-MVT
hil	I-MVT
yang	I-MVT
mustahal	I-MVT
-	I-MVT
babak	I-MVT
pertama	I-MVT
ceritanya	O
solid	O
dan	O
bulat	O
harmonis	O
berpadu	O
dengan	O
sketsa	O
komedi	B-GEN
yang	O
menyenangkan	O
the	B-MVT
djinn	I-MVT
s	I-MVT
curse	I-MVT
2023	B-YEAR
rating	O
wassalam	O
khap	O
10	O
overall	O
film	O
night	B-MVT
swim	I-MVT
cukup	O
memberikan	O
something	O
yg	O
fresh	O
untuk	O
film	O
horror	B-GEN
di	O
pembuka	O
awal	O
tahun	O
2024	B-YEAR
apalagi	O
duet	O
maut	O
james	O
wan	O
dan	O
jason	O
blum	O
sebagai	O
bapak	O
produser	O
gadis	B-MVT
kretek	I-MVT
secara	O
garis	O
besar	O
punya	O
2	O
timeline	O
dalam	O
bercerita	O
era	O
1960-an	O
dan	O
2000-an	O
meski	O
berjalan	O
dengan	O
2	O
timeline	O
yang	O
berbeda	O
tapi	O
perpotongan	O
dan	O
perpindahan	O
tiap	O
era-nya	O
ga	O
bikin	O
pusing	O
dan	O
nyaman	O
buat	O
diikuti	O
sekali	O
lagi	O
cara	O
berceritanya	O
bener-bener	O
cantik	O
ntah	O
ini	O
jadi	O
poin	O
minus	O
atau	O
bukan	O
tapi	O
sejujurnya	O
cerita	O
yang	O
disajikan	O
film	O
ke	O
3	O
nya	O
kali	O
ini	O
malah	O
bikin	O
film	O
kedua	O
kerasa	O
disconnect	O
dari	O
franchisenya	O
dengan	O
durasinya	O
yang	O
di	O
bawah	O
2	O
jam	O
cara	O
film	O
ini	O
bercerita	O
juga	O
berasa	O
sat-set-sat-set	O
agak	O
berasa	O
penonton	O
diajak	O
harus	O
bisa	O
nangkep	O
cerita	O
dengan	O
cukup	O
cepat	O
plus	O
di	O
beberapa	O
subplot	O
berasa	O
ya	O
udah	O
aja	O
gitu	O
akting	O
para	O
pemainnya	O
pun	O
masih	O
lebih	O
meyakinkan	O
akting	O
pemain	O
sinetron	O
di	O
tv	O
swasta	O
indonesia	B-LOC
film	O
yang	O
harusnya	O
horor	B-GEN
gara-gara	O
aktingnya	O
yang	O
kurang	O
meyakinkan	O
malah	O
lebih	O
banyak	O
ngasih	O
komedi	B-GEN
buat	O
kalian	O
yang	O
suka	O
sama	O
genre	O
thriller	B-GEN
slasher-gore	B-GEN
whodunnit	B-GEN
macem	O
gini	O
jangan	O
sampe	O
lewatin	O
thanksgiving	B-MVT
ngomongin	O
cerita	O
ya	O
udah	O
lah	O
ya	O
tapi	O
adegan	O
brutalnya	O
ngeri	O
ngilu	O
komedinya	B-GEN
ngehe	O
momen	O
ngagetinnya	O
ngeselin	O
tapi	O
lucu	O
wkwk	O
tonton	O
reramean	O
bakal	O
asik	O
love	B-MVT
reset	I-MVT
2023	B-YEAR
rating	O
bandara	O
incheon	O
20	O
20	O
terminal	O
1	O
10	O
bintang-bintang	O
di	O
film	O
pertama	O
masih	O
tampil	O
prima	O
di	O
film	O
kedua	O
ini	O
banyak	O
juga	O
karakter-karakter	O
baru	O
yang	O
diperkenalkan	O
seperti	O
christopher	B-ACT
walken	I-ACT
florence	B-ACT
pugh	I-ACT
lea	B-ACT
seydoux	I-ACT
dan	O
austin	B-ACT
butler	I-ACT
ada	O
satu	O
karakter	O
rahasia	O
juga	O
yang	O
ternyata	O
udah	O
muncul	O
di	O
trailer	O
oke	O
berikut	O
review	O
kami	O
untuk	O
night	B-MVT
swim	I-MVT
2024	B-YEAR
wmidreview	O
film	O
ini	O
berdurasi	O
2	O
jam	O
37	O
menit	O
dan	O
dibagi	O
menjadi	O
3	O
babak	O
yaitu	O
part	O
1	O
the	O
mentor	O
part	O
2	O
the	O
prize	O
part	O
3	O
the	O
peacekeeper	O
setiap	O
part	O
menceritakan	O
fokus	O
masing-masing	O
sehingga	O
terasa	O
seperti	O
3	O
film	O
berbeda	O
akhir	O
kata	O
spirit	O
serial	O
film	O
the	B-MVT
hunger	I-MVT
games	I-MVT
yaitu	O
kesadisan	O
aksi	B-GEN
battle	O
royal	O
antar	O
remaja	O
dinamika	O
hubungan	O
duo	O
lead	O
character	O
dan	O
politik	O
negara	O
panem	O
masih	O
terjaga	O
di	O
film	O
ini	O
penggemar	O
the	B-MVT
hunger	I-MVT
games	I-MVT
wajib	O
nonton	O
tapi	O
sebelum	O
lanjut	O
ke	O
review	O
mungkin	O
ada	O
beberapa	O
hal	O
yang	O
perlu	O
kami	O
sampaikan	O
dulu	O
biar	O
kalian	O
ga	O
kaget	O
pas	O
nonton	O
film	O
srimulat	B-MVT
hidup	I-MVT
memang	I-MVT
komedi	I-MVT
bukanlah	O
babak	O
kedua	O
dari	O
srimulat	B-MVT
hil	I-MVT
yang	I-MVT
mustahal	I-MVT
-	I-MVT
babak	I-MVT
pertama	I-MVT
film	O
ini	O
adalah	O
gabungan	O
dari	O
babak	O
pertama	O
dan	O
tapi	O
secara	O
overall	O
ali	B-MVT
topan	I-MVT
cukup	O
oke	O
buat	O
dinikmati	O
dari	O
awal	O
sampai	O
akhir	O
apalagi	O
kalau	O
kamu	O
tahu	O
tentang	O
ali	B-MVT
topan	I-MVT
sebelumnya	O
memang	O
penggemar	O
musik	O
indie	O
penggemar	O
jefri	B-ACT
nichol	I-ACT
atau	O
buat	O
kamu	O
yang	O
bingung	O
mau	O
nonton	O
apa	O
di	O
hari	O
valentine	O
nanti	O
gas	O
nonton	O
oke	O
berikut	O
review	O
kami	O
untuk	O
the	B-MVT
hunger	I-MVT
games	I-MVT
the	I-MVT
ballad	I-MVT
of	I-MVT
songbirds	I-MVT
amp	I-MVT
snakes	I-MVT
2023	B-YEAR
wmidreview	O
kekurangannya	O
kami	O
ngerasa	O
lore-lore	O
yg	O
ditampilkan	O
sangat	O
potensial	O
tetapi	O
sayangnya	O
tak	O
digali	O
lebih	O
dalam	O
seperti	O
halnya	O
karakter	O
teuku	B-CHAR
rifnu	I-CHAR
wikana	I-CHAR
yg	O
muncul	O
di	O
pertengahan	O
film	O
ya	O
mungkin	O
karena	O
durasi	O
filmnya	O
yg	O
terasa	O
singkat	O
atau	O
sengaja	O
disimpan	O
untuk	O
selanjutnya	O
buat	O
kalian	O
yang	O
pengen	O
liat	O
review	O
tontonan	O
kami	O
di	O
sepanjang	O
tahun	O
2023	O
silakan	O
cek	O
thread	O
berikut	O
ini	O
atau	O
klik	O
gt	O
wmidreview	O
rasa	O
penasaran	O
tentang	O
apa	O
yang	O
sebenarnya	O
terjadi	O
dengan	O
jeng	B-CHAR
yah	I-CHAR
tuh	O
bisa	O
diirit-irit	O
dengan	O
porsi	O
yang	O
pas	O
dalam	O
total	O
5	O
episodenya	O
cara	O
series	O
ini	O
main	O
tarik	O
ulur	O
rasa	O
penasarannya	O
ke	O
para	O
penontonnya	O
tuh	O
beneran	O
cakep	O
nyenengin	O
dan	O
ga	O
nyebelin	O
seru	O
lika	O
liku	O
perjalanan	O
pae	B-CHAR
dkk	O
dalam	O
memproduksi	O
film	O
pendek	O
ini	O
juga	O
menjadi	O
sebuah	O
medium	O
bercerita	O
yang	O
unik	O
dan	O
asik	O
untuk	O
dieksplor	O
sedikit	O
sebanyak	O
tu	O
kita	O
jadi	O
tau	O
gitu	O
keseruan	O
bikin	O
film	O
bersama	O
teman-teman	O
film	O
ini	O
bener-bener	O
bikin	O
kita	O
seakan	O
disuruh	O
mikir	O
padahal	O
gausah	O
mikir	O
cukup	O
ngikutin	O
aja	O
mau	O
dibawa	O
kemana	O
awal-awal	O
film	O
mungkin	O
kerasa	O
ga	O
tau	O
filmnya	O
mau	O
dibawa	O
kemana	O
blur	O
banget	O
ternyata	O
ya	O
emang	O
sampe	O
akhir	O
juga	O
tetep	O
ga	O
tau	O
ya	O
mau	O
kemana	O
hahahahaha	O
secara	O
garis	O
besar	O
treatment	O
pemukiman	B-MVT
setan	I-MVT
ini	O
sedikit	O
banyak	O
mengingatkan	O
kami	O
pada	O
qodrat	B-MVT
buat	O
yang	O
udah	O
nonton	O
qodrat	B-MVT
pasti	O
tau	O
betapa	O
ikonik	O
openingnya	O
ditambah	O
film	O
ini	O
pun	O
punya	O
unsur	O
fighting	O
yang	O
kental--	O
yang	O
tentu	O
saja	O
ini	O
merupakan	O
beberapa	O
hal	O
yang	O
bagus	O
sebagai	O
film	O
komedi	B-GEN
ini	O
film	O
cukup	O
ringan	O
dan	O
konflik-konfliknya	O
juga	O
trivial	O
tapi	O
kadang	O
jadi	O
terlalu	O
fokus	O
pada	O
komedi	B-GEN
sehingga	O
plotnya	O
jadi	O
kabur	O
menceritakan	O
tentang	O
keluarga	O
waller	B-CHAR
yang	O
pindah	O
kerumah	O
baru	O
yang	O
ada	O
kolam	O
renang	O
di	O
belakang	O
rumahnya	O
setelah	O
dia	O
memutuskan	O
untuk	O
pensiun	O
dini	O
dari	O
bermain	O
bisbol	O
karena	O
penyakit	O
yang	O
dideritanya	O
minusnya	O
sih	O
lore	O
dari	O
si	O
kolam	O
renang	O
atau	O
airnya	O
itu	O
sendiri	O
yg	O
menurut	O
kami	O
masih	O
agak	O
kurang	O
dieksplor	O
lebih	O
jauh	O
dan	O
lebih	O
dalam	O
lagi	O
misterinya	O
akhir	O
kata	O
spy	B-MVT
family	I-MVT
code	I-MVT
white	I-MVT
merupakan	O
tipikal	O
film	O
keluarga	B-GEN
amp	O
film	O
bertema	O
libur	O
natal	O
dan	O
tahun	O
baru	O
yang	O
sangat	O
hangat	O
dan	O
lucu	O
cocok	O
banget	O
ditonton	O
bareng	O
keluarga	O
film	O
ini	O
sangat	O
ringan	O
jadi	O
tinggal	O
duduk	O
dan	O
gak	O
usah	O
mikirin	O
apa-apa	O
wonka	B-MVT
merupakan	O
prequel	O
dari	O
salah	O
satu	O
film	O
adaptasi	O
dari	O
buku	O
karya	O
roald	O
dahl	O
yang	O
semua	O
orang	O
pasti	O
tau	O
willy	B-MVT
wonka	I-MVT
and	I-MVT
the	I-MVT
chocolate	I-MVT
factory	I-MVT
1971	B-YEAR
dan	O
charlie	B-MVT
and	I-MVT
the	I-MVT
chocolate	I-MVT
factory	I-MVT
2005	B-YEAR
jajaran	O
castnya	O
juga	O
ga	O
main-main	O
emang	O
selain	O
pemeran	O
utama	O
bryce	B-ACT
dallas	I-ACT
howard	I-ACT
sebagai	O
elly	B-CHAR
conway	I-CHAR
aksi	O
henry	B-ACT
cavill	I-ACT
john	B-ACT
cena	I-ACT
dan	O
tentu	O
saja	O
yang	O
paling	O
ditunggu-tunggu	O
dua	B-ACT
lipa	I-ACT
keren	O
dan	O
sangat	O
menghibur	O
argylle	B-MVT
2024	B-YEAR
rating	O
tari	O
helikopter	O
10	O
akhir	O
kata	O
past	B-MVT
lives	I-MVT
adalah	O
drama	O
romansa	B-GEN
yang	O
manis	O
realistis	O
sekaligus	O
berpotensi	O
bikin	O
meringis	O
akting	O
dan	O
dialog	O
yang	O
begitu	O
natural	O
dari	O
castnya	O
membuat	O
kita	O
segitu	O
percayanya	O
kalo	O
hal	O
hal	O
yang	O
tersaji	O
di	O
film	O
ini	O
kerap	O
terjadi	O
di	O
kehidupan	O
nyata	O
highly	O
recommended	O
sebagai	O
film	O
yg	O
merayakan	O
disney100	O
100	O
tahun	O
walt	O
disney	B-STUD
animation	O
studios	O
tentu	O
menjadi	O
beban	O
yang	O
sangat	O
berat	O
untuk	O
disney	B-STUD
wish	B-MVT
apakah	O
berhasil	O
hmm	O
lets	O
see	O
menonton	O
film	O
animasi	O
yang	O
satu	O
ini--	O
seperti	O
khasnya	O
film	O
ghibli	B-STUD
diawali	O
dengan	O
kisah	O
yang	O
sangat	O
berlandaskan	O
kenyataan	O
namun	O
lama	O
kelamaan	O
seiring	O
durasi	O
bertambah	O
penonton	O
merasakan	O
transisinya	O
dari	O
dunia	O
nyata	O
semakin	O
masuk	O
ke	O
ranah	O
fantasi	B-GEN
tapi	O
buat	O
kami	O
yang	O
udah	O
nonton	O
qodrat	B-MVT
dan	O
puas	O
dengan	O
film	O
tersebut	O
final	O
battle	O
di	O
pemukiman	B-MVT
setan	I-MVT
ini	O
sesungguhnya	O
udah	O
cukup	O
oke	O
tapi	O
ya	O
kalo	O
ngebandingin	O
dengan	O
qodrat	B-MVT
ya	O
sedikit	O
terasa	O
penurunannya	O
dream	B-MVT
scenario	I-MVT
adalah	O
film	O
a24	B-STUD
yang	O
diproduksi	O
oleh	O
ari	O
aster	O
dan	O
timnya	O
di	O
square	B-STUD
peg	I-STUD
serta	O
nicolas	B-ACT
cage	I-ACT
yang	O
sekaligus	O
menjadi	O
pemeran	O
utama	O
sedangkan	O
sutradara	O
dan	O
penulisnya	O
adalah	O
kristoffer	B-DIR
borgli	I-DIR
berbagai	O
side	O
mission	O
kena	O
cut	O
bikin	O
kita	O
yang	O
udah	O
ngerasa	O
enjoy	O
banget	O
dengan	O
dinamika	O
karakter	O
utama	O
di	O
versi	O
animasi	O
bikin	O
pas	O
nonton	O
live	O
action-nya	O
ini	O
emang	O
berasa	O
di-nerf	O
di	O
sana	O
sini	O
oh	O
ya	O
hampir	O
ketinggalan	O
adegan	O
akhir	O
beli	O
bakso	O
di	O
perapatan	O
kiara	O
condong	O
-	O
soekarno	O
hatta	O
itu	O
lucu	O
sih	O
ngomongin	O
elemen	O
horor	B-GEN
film	O
ini	O
berhasil	O
menakuti	O
penonton	O
dengan	O
presentasi	O
jumpscare-nya	O
juga	O
bikin	O
ngilu	O
linu	O
dan	O
dipaksa	O
memicingkan	O
mata	O
dengan	O
parade	O
visual	O
berdarah-darah	O
yang	O
disajikannya	O
bahkan	O
dari	O
menit-menit	O
awal	O
film	O
aja	O
udah	O
dibikin	O
ga	O
tenang	O
nontonnya	O
not	B-MVT
friends	I-MVT
merupakan	O
debut	O
penyutradaraan	O
yang	O
memuaskan	O
dari	O
atta	B-DIR
hemwadee	I-DIR
drama	O
sekolah	O
coming	O
of	O
age	O
yg	O
ringan	O
dan	O
menggelitik	O
cocok	O
buat	O
ditonton	O
ramean	O
sama	O
teman	O
sekolah	O
atau	O
teman	O
ngantor	O
siap2	O
dibuat	O
ketawa	O
nangis	O
ketawa	O
nangis	O
sambil	O
ketawa	O
highly	O
recommended	O
kekurangan	O
tentu	O
ada	O
selain	O
tentu	O
saja	O
dialog	O
sunda-nya	O
yang	O
memang	O
wadidaw	O
komedinya	O
yang	O
hit	O
n	O
miss	O
ada	O
sebagian	O
adegan	O
yang	O
berasa	O
to-good-to-be	O
true	O
dengan	O
logika	O
penceritaan	O
yang	O
kelewat	O
ajaib	O
selebihnya	O
masih	O
bisa	O
terabaikan	O
dan	O
tetap	O
bisa	O
dinikmati	O
the	B-MVT
boy	I-MVT
and	I-MVT
the	I-MVT
heron	I-MVT
2023	B-YEAR
rating	O
i	O
want	O
whatever	O
miyazaki	O
had	O
writing	O
this	O
10	O
sebelum	O
kalian	O
mention	O
soal	O
logat	O
sunda-nya	O
yang	O
emang	O
sebegitu	O
ganggu	O
biar	O
kami	O
mention	O
duluan	O
yak	O
betul	O
penggunaan	O
dialog	O
bahasa	O
sunda	O
film	O
ini	O
memang	O
sungguh	O
tidak	O
konsisten	O
dan	O
cukup	O
mengganggu	O
tapi	O
selebihnya	O
film	O
ini	O
ternyata	O
di	O
luar	O
ekspektasi	O
paruh	O
awal	O
film	O
jujur	O
saja	O
sebenernya	O
rada	O
ragu-ragu	O
apakah	O
ini	O
sesuatu	O
bisa	O
hal	O
yg	O
ditertawakan	O
seiring	O
berjalannya	O
cerita	O
dan	O
penambahan	O
karakter	O
yang	O
muncul	O
cerita	O
semakin	O
ringan	O
untuk	O
tertawa	O
lepas	O
membuat	O
film	O
ini	O
terasa	O
pure	O
comedy	B-GEN
menceritakan	O
tentang	O
perjalanan	O
willy	B-CHAR
wonka	I-CHAR
dari	O
yg	O
awalnya	O
hanya	O
seorang	O
pemuda	O
penjual	O
coklat	O
sampai	O
menjadi	O
willy	B-CHAR
wonka	I-CHAR
yang	O
diketahui	O
banyak	O
orang	O
-	O
seperti	O
sekarang	O
sebelum	O
ada	O
pabrik	O
coklat	O
sebelum	O
bertemu	O
oompa-loompa	B-CHAR
sebelum	O
golden	O
ticket	O
chemistry	O
antara	O
vonny	B-ACT
anggraini	I-ACT
dan	O
aji	B-ACT
santosa	I-ACT
sebagai	O
ibu	O
dan	O
anak	O
gak	O
kalah	O
mengharukan	O
bener-bener	O
kerasa	O
banget	O
kedekatan	O
hubungan	O
dan	O
kasih	O
sayang	O
di	O
antara	O
keduanya	O
dan	O
menariknya	O
itu	O
bisa	O
tersampaikan	O
dengan	O
baik	O
meski	O
screen	O
timenya	O
sangat	O
terbatas	O
fyi	O
pemukiman	B-MVT
setan	I-MVT
sempet	O
tayang	O
di	O
jaff	O
tahun	O
lalu	O
dan	O
di	O
versi	O
yang	O
tayang	O
reguler	O
ini	O
ada	O
beberapa	O
upgrade	O
kami	O
udah	O
konfirmasi	O
kalo	O
ternyata	O
dari	O
audio	O
dan	O
urusan	O
cgi	O
yang	O
versi	O
tayang	O
reguler	O
ini	O
udah	O
dipolish	O
lebih	O
oke	O
ketimbang	O
yang	O
tayang	O
di	O
jaff	O
balik	O
ke	O
review	O
berdasarkan	O
film	O
pendek	O
dengan	O
judul	O
yg	O
sama	O
yg	O
rilis	O
tahun	O
2014	B-YEAR
night	B-MVT
swim	I-MVT
2024	B-YEAR
memberikan	O
teror	O
yg	O
lebih	O
jauh	O
dan	O
mencekam	O
seputar	O
kolam	O
renang	O
cukup	O
disayangkan	O
seandainya	O
treatment	O
jumpscare-nya	O
ga	O
dikemas	O
berlebihan	O
pun	O
kayanya	O
bakal	O
fine-fine	O
aja	O
karena	O
film	O
ini	O
dasarnya	O
udah	O
punya	O
beberapa	O
aspek	O
yang	O
oke	O
banget	O
sejak	O
awal	O
kalo	O
suspense-nya	O
gak	O
dibikin	O
klimaks	O
sama	O
jumpscare	O
kayanya	O
mungkin	O
bisa	O
lebih	O
asik	O
napoleon	B-MVT
merupakan	O
film	O
berkualitas	O
tinggi	O
dari	O
segi	O
visual	O
layaknya	O
film-film	O
ridley	B-DIR
scott	I-DIR
yang	O
lainnya	O
film	O
ini	O
bisa	O
dinikmati	O
bahkan	O
oleh	O
orang	O
yang	O
tak	O
tahu	O
sama	O
sekali	O
tentang	O
napoleon	B-CHAR
karena	O
ceritanya	O
memang	O
sedetail	O
itu	O
walaupun--	O
katanya	O
ga	O
akurat-akurat	O
amat	O
meski	O
karakter	O
yang	O
sering	O
terlihat	O
muncul	O
di	O
film	O
ini	O
adalah	O
si	O
burung	O
berwarna	O
biru	O
namun	O
jika	O
kalian	O
suka	O
karakter	O
berbentuk	O
imut	O
nan	O
lucu	O
maka	O
kalian	O
tidak	O
akan	O
kecewa	O
dengan	O
kehadiran	O
wara-wara	O
yang	O
sangat	O
menggemaskan	O
di	O
film	O
ini	O
naskah	O
yang	O
sangat	O
matang	O
ini	O
pula	O
didukung	O
dengan	O
cast	O
yang	O
perfect	O
mulai	O
dari	O
sharifah	B-ACT
amani	I-ACT
shaheizy	B-ACT
sam	I-ACT
syumaila	B-ACT
salihin	I-ACT
iedil	B-ACT
putra	I-ACT
sampai	O
aktor	O
legendaris	O
wan	B-ACT
hanafi	I-ACT
duh	O
ga	O
ngerti	O
lagi	O
sih	O
aktingnya	O
beneran	O
satupun	O
ga	O
ada	O
yang	O
elek	O
bahkan	O
supporting	O
dan	O
extrasnya	O
oke	O
berikut	O
review	O
kami	O
untuk	O
spy	B-MVT
x	I-MVT
family	I-MVT
code	I-MVT
white	I-MVT
2024	B-YEAR
wmidreview	O
film	O
berkisah	O
tentang	O
utan	B-CHAR
vino	B-ACT
yang	O
harus	O
berpura-pura	O
sukses	O
hidup	O
di	O
ibukota	O
sementara	O
ibu	O
dan	O
adik-adiknya	O
tinggal	O
di	O
kampung	O
masalah	O
berawal	O
ketika	O
bilqis	B-CHAR
anya	B-ACT
adiknya	O
diijinkan	O
nyusul	O
kakaknya	O
ke	O
ibukota	O
di	O
sini	O
drama	O
perihal	O
cari	O
uang	O
di	O
ibukota	O
dimulai	O
bercerita	O
tentang	O
karakter	O
baru	O
yg	O
diperkenalkan	O
di	O
wish	B-MVT
seorang	O
gadis	O
bernama	O
asha	B-CHAR
voiced	O
by	O
ariana	B-ACT
debose	I-ACT
yang	O
tinggal	O
di	O
magical	O
kingdom	O
-	O
rosas	B-LOC
-	O
yang	O
dipimpin	O
oleh	O
king	B-CHAR
magnifico	I-CHAR
voiced	O
by	O
chris	B-ACT
pine	I-ACT
shots	O
di	O
film	O
ini	O
pun	O
indah-indah	O
memanjakan	O
mata	O
dan	O
kalo	O
ada	O
scene	O
gelap	O
gelapnya	O
pun	O
pas	O
alias	O
masih	O
bisa	O
keliatan	O
apa	O
yang	O
terjadi	O
di	O
layar	O
selain	O
cast-nya	O
salah	O
satu	O
yang	O
jadi	O
scene	O
stealer	O
di	O
film	O
ini	O
adalah	O
sang	O
kucing	O
alfie	B-CHAR
sumpah	O
gemes	O
banget	O
sama	O
kelakuan	O
si	O
meong	O
satu	O
ini	O
trivia	O
kucingnya	O
ini	O
punya	O
istrinya	O
matthew	B-DIR
vaughn	I-DIR
sendiri	O
claudia	O
schiffer	O
gadis	B-MVT
kretek	I-MVT
bakal	O
nge-hook	O
lewat	O
2	O
episode	O
nya	O
yang	O
begitu	O
manis	O
dengan	O
elemen	O
romance	B-GEN
dan	O
adegan-adegan	O
ala	O
ala	O
drakornya	O
wkwkwk	O
sampai	O
akhirnya	O
penonton	O
diajak	O
tenggelam	O
buat	O
mengikuti	O
kisah	O
pelik	O
yang	O
bikin	O
perasaan	O
campur	O
aduk	O
di	O
sisa	O
3	O
episode-nya	O
but	O
yeah	O
dengan	O
gaya	O
visual	O
seperti	O
ini	O
tuh	O
jadi	O
semacam	O
gambling	O
kadang	O
bagus	O
kadang	O
kureng	O
visualnya	O
pas	O
bagus	O
banget	O
itu	O
loh	O
bayangin	O
mulu	O
gimana	O
kalau	O
tayang	O
3d--	O
in	O
other	O
hands	O
pas	O
lagi	O
kureng	O
ya	O
kureng	O
banget	O
kayak	O
nanggung	O
gitu	O
berjeda	O
3	O
tahun	O
dari	O
film	O
pertamanya	O
akhirnya	O
kita	O
bisa	O
melanjutkan	O
kisah	O
dari	O
semesta	O
dune	B-MVT
dune	B-MVT
part	I-MVT
two	I-MVT
menceritakan	O
tentang	O
reaksi	O
paul	B-CHAR
atreides	I-CHAR
atas	O
apa	O
yang	O
dilakukan	O
pada	O
keluarganya	O
dan	O
reaksi	O
yang	O
diperlihatkan	O
amat	O
sangat	O
epik	O
hampir	O
semua	O
orang	O
memimpikan	O
paul	B-CHAR
bahkan	O
dia	O
muncul	O
di	O
mimpi	O
orang-orang	O
lain	O
di	O
berbagai	O
penjuru	O
dunia	O
hal	O
ini	O
membuatnya	O
jadi	O
terkenal	O
dan	O
viral	O
namun	O
dari	O
sini	O
masalah	O
bermula	O
selanjutnya	O
silakan	O
nonton	O
sendiri	O
sedikit	O
tambahan	O
kami	O
cukup	O
hepi	O
film	O
ini	O
punya	O
latar	O
lokasi	O
yang	O
tidak	O
mengharuskan	O
para	O
aktornya	O
berdialog	O
dalam	O
bahasa	O
daerah	O
tertentu	O
meminimalisir	O
hal-hal	O
yang	O
mengganjal	O
ketika	O
logatnya	O
ga	O
masuk	O
di	O
telinga	O
problem	O
yang	O
kerap	O
kali	O
ditemui	O
di	O
film	O
horor	B-GEN
belakangan	O
ini	O
buat	O
kalian	O
yang	O
sempat	O
merasakan	O
keinginan	O
untuk	O
tobat	O
menggebu-gebu	O
abis	O
baca	O
komik	O
siksa	O
neraka	O
yang	O
legend	O
di	O
tahun	O
90-an	O
pada	O
penasaran	O
gak	O
sih	O
gimana	O
kalo	O
komik	O
itu	O
diangkat	O
ke	O
layar	O
lebar	O
jason	B-ACT
momoa	I-ACT
kembali	O
muncul	O
sebagai	O
aquaman	B-CHAR
dan	O
tetep	O
kocak	O
kocak	O
gila	O
sekarang	O
jadi	O
ayah	O
yang	O
yah	O
begitulah	O
kelakuannya	O
kehadiran	O
orm	B-CHAR
dan	O
karakter	O
lainnya	O
juga	O
menambah	O
sisi	O
nostalgia	O
akan	O
film	O
pendahulunya	O
yang	O
jelas	O
aksi	O
duo	O
aquaman	B-CHAR
dan	O
orm	B-CHAR
ngangkat	O
filmnya	O
banget	O
di	O
trolls	B-MVT
band	I-MVT
together	I-MVT
lagu-lagunya	O
juga	O
ga	O
kalah	O
asik	O
walaupun	O
banyak	O
yang	O
baru	O
bahkan	O
ada	O
lagu	O
yang	O
cukup	O
familiar	O
menjadi	O
villain	O
song	O
dan	O
kerasa	O
pas	O
banget	O
tentu	O
bukan	O
keputusan	O
yang	O
mudah	O
untuk	O
memangkas	O
durasi	O
sebanyak	O
itu	O
tapi	O
hasilnya	O
bisa	O
dibilang	O
sangat	O
memuaskan	O
semua	O
adegan	O
komedinya	O
diedit	O
dengan	O
lebih	O
baik	O
tidak	O
dibiarkan	O
bertele-tele	O
kepanjangan	O
dan	O
asyik	O
sendiri	O
seperti	O
di	O
film	O
sebelumnya	O
porsi	O
dramanya	O
menjadi	O
sedangkan	O
untuk	O
villainnya	O
king	B-CHAR
magnifico	I-CHAR
rasanya	O
butuh	O
lebih	O
banyak	O
backstory	O
amp	O
motivasi	O
untuk	O
jadi	O
penjahat	O
yang	O
bengis	O
banget	O
and	O
other	O
than	O
that	O
penampilan	O
di	O
this	O
is	O
the	O
thanks	O
i	O
get	O
itu	O
seru	O
banget	O
sih	O
baghead	B-MVT
terasa	O
menarik	O
banget	O
karena	O
punya	O
karakter	O
horor	B-GEN
yang	O
terbilang	O
unik	O
dan	O
premis	O
cerita	O
yang	O
terbilang	O
segar	O
baghead	B-MVT
dibintangi	O
oleh	O
freya	B-ACT
allan	I-ACT
yang	O
bermain	O
jadi	O
ciri	O
di	O
serial	O
the	B-MVT
witcher	I-MVT
jeremy	B-ACT
irvine	I-ACT
ruby	B-ACT
baker	I-ACT
amp	O
peter	B-ACT
mullan	I-ACT
cara	O
bertutur	O
yang	O
baik	O
ditunjang	O
juga	O
oleh	O
performa	O
akting	O
yang	O
baik	O
dan	O
sorotan	O
utama	O
kami	O
jelas	O
kepada	O
aghniny	B-ACT
haque	I-ACT
tanpa	O
banyak	O
nyeritain	O
konteks	O
cerita	O
akting	O
doi	O
di	O
sini	O
bagus	O
banget	O
bisa	O
dibilang	O
salah	O
satu	O
penampilan	O
terbaik	O
aghniny	B-ACT
sepanjang	O
main	O
film	O
layar	O
lebar	O
oke	O
berikut	O
review	O
kami	O
untuk	O
aquaman	B-MVT
and	I-MVT
the	I-MVT
lost	I-MVT
kingdom	I-MVT
2023	B-YEAR
wmidreview	O
porsi	O
action	B-GEN
yang	O
mengasyikkan	O
